用户名       ,时间                  ,问题内容,答案内容
ntcwer    ,2025-02-28 09:21:15 ,把皇帝吃到嘴里的感觉是怎样的？,那些啃木乃伊的西方人最清楚法老是什么味道，虽然法老不是皇帝，但也是君主。 侯景也算，被人分食了，骨灰还被掺酒喝了。 长安百姓也品尝过王莽的舌头。（《汉书》：传莽首诣更始，悬宛市，百姓共提击之，或切食其舌。）
ntcwer    ,2025-02-28 09:12:32 ,“蜀汉”为什么没有像“东吴”任用本土士族势力？,蜀汉前期没怎么用本土士族势力，是因为刘备初创团队都不是出自西川，只有入川以后，才开始使用本土势力，但是初创团队还在，不可能放在一边不用。 东吴是不得不任用本土势力，因为东吴为外来政权，不拉拢本土势力，那就没法割据了。
ntcwer    ,2025-02-28 09:03:30 ,为什么侯景几百人就能宰割梁朝？,梁朝内部太乱了，积累了从东晋到梁朝的所有矛盾。 侯景是把火药桶点了，但是萧衍一死，火药桶里的火药燃尽了，侯景这把火也要熄灭了。 主要还是南朝基本上都是夺的前朝江山，而且自己人也在争。萧衍在时，其它同族不好动手，侯景作乱时，可以乘机除掉萧衍。萧衍一死，侯景这个工具人也会死。
ntcwer    ,2025-02-27 09:24:03 ,中国若出一三国游戏，技术跟黑神话差不多，编剧请朱苏进能火不？,感觉这游戏剧情也能被各种不同角度吐槽。。。。。。。就和新三国一样。。。。。。 然后这游戏可能除了画面外，可能不叫三国更好。。。。。。。
ntcwer    ,2025-02-27 09:07:47 ,为什么石虎已经追尊了他爷爷为武皇帝，但是他自己的谥号也是武皇帝？,估计是羯人搞不清楚庙号、谥号等是怎么定的。然后石虎认为自己爷爷很强，就随便找了个谥号追尊一下。至于石虎为什么谥号和他爷爷一样，那就可能是石虎认为自己和爷爷一样强。
ntcwer    ,2025-02-26 13:52:00 ,除了中国之外，你玩《文明》系列最喜欢用哪个国家/文明？,文明5玩得多一些。 那就只有东罗马帝国（拜占庭，领袖是狄奥多拉）最喜欢用了，甚至用的频率超过中国。 其次就是中国，算上模组的孙中山、凯申兄和太祖。 排名第三的是俄罗斯，主要用的是模组里的阿纳斯塔西娅，叶卡捷琳娜反而出场较少。
ntcwer    ,2025-02-26 10:30:55 ,如果你是诸葛亮，会同意魏延奇袭子午谷的方案吗？,不会，走子午谷太冒险了。 我倒是会直接出斜谷（实际应该是陈仓道），进攻陈仓，然后伺机收复长安。 只要控制关中，陇西也就容易收入囊中了。 注：《三国演义》里的斜谷在陈仓以西，应该是要圆六出祁山的故事，斜谷和祁山的位置和现实不太相符。
ntcwer    ,2025-02-26 10:23:18 ,如果你是彭乐，面对宇文泰告诫兔死狗烹，以金银财宝收买放行，你会怎么做？,当然是抓了宇文泰，交给高欢处置，后边有啥事再说。 作为大将放走敌人头目，这怎么也说不过去。。。。。。也就演义里，关羽放了曹操，但是彭乐和高欢的关系，肯定没到关羽和刘备的程度，所以放走宇文泰是在作死。
ntcwer    ,2025-02-25 11:12:06 ,有哪些适合在安卓手机上，跑ARM版Windows的虚拟机APP？,我记得只有pixel 6系列可以，这部手机的Android 13版本支持kvm，因此可以用kvm来跑ARM版Windows 11。 其它的不清楚，大部分都不支持，就算能跑运行效率极低。 除此之外一部分骁龙芯片的手机可以刷入Win11 arm版，体验也比虚拟机要好，但是由于驱动不是都支持，因此支持程度不同。
ntcwer    ,2025-02-25 09:17:56 ,文明7为什么没有中世纪？,这就是我不怎么玩文明7的原因，割裂感太强。 政权更迭的路线总感觉少些东西，只能看后续更新有没有变化。
ntcwer    ,2025-02-24 10:43:56 ,在你玩过的恐怖游戏中，有哪些真正让你感到恐惧的场景？,晚上关灯戴耳机玩的寂静岭1，场景是学校，虽然画面不吓人，但是怪出现时收音机的响声再加上游戏音效。。。。。。吓得我直接开灯玩，不然感觉黑暗中有怪物在靠近，身体也是感觉体温在不断下降，像见了鬼似的。
ntcwer    ,2025-02-24 10:27:29 ,作为殖民大国，近代法国海军为什么远远被德二甩在身后，只能去和奥匈意大利玩澡盆争霸?,法国海军对付殖民地就够用了，至于和英国争霸，他们没这个能力。拿破仑时期曾经努力过，但是战败了。普法战争后至一战前英法基本上算穿一条裤子，法国由于和德国接壤，那么军事工业重心会放在陆军上，海上的威胁交给英国海军处理，法国海军作为辅助。 德二不一样，海军要挑战英国的霸权，那么海军是对标英军发展的，所以在拼命下饺子。
ntcwer    ,2025-02-24 10:20:04 ,是否是北方汉人中基本没有五胡后人？为什么？,有部分胡人是因为古代没有民族概念，汉人是文化认同，那么一部分胡人本身就是汉族，只不过文化与中原有异，被列入胡人范畴。这些人在胡人乱华时，回归然后重新汉化变为汉人。 除此之外，部分胡人与汉人通婚，再加上我国北方战事、天灾频繁，胡人血统最终被稀释殆尽。
ntcwer    ,2025-02-24 09:50:12 ,二战开战前日本海军对于伊势级和扶桑级的定位到底是什么？,扶桑级是（日本）国产超无畏舰，在刚建成时是当时世界上排水量最大、速度最快的战舰，到二战前就落伍了。伊势级是扶桑级的改进型，这两级战舰因为设计有缺陷只能当训练舰用，伊势级待遇稍微好点，经常用来测试雷达、防空等新设备，后边改造成航战，但是没有飞机使用。 打杂是金刚四傻的事情，长门级和大和级属于最终决战兵器，一般不使用，这两级战舰确实有些鸡肋。
ntcwer    ,2025-02-21 09:04:22 ,Windows 12 Alpha Build 内测版的桌面壁纸哪里下载？,win12没有泄露的镜像，所以无法提取系统自带壁纸。 你可以试试用ai抠图。
ntcwer    ,2025-02-21 08:49:49 ,引发“苏峻之乱”的庾家为什么没事似的？凭什么列入“王谢桓庾”？,因为庾家也是世家大族，仅次于王谢桓三家，所以放在一起没啥问题。 王家亲自下场搞过王敦之乱，桓家也一样搞过桓楚，庾家引发苏峻之乱算小儿科了。但是以上事件不影响他们是世家大族。
用户名       ,时间                  ,问题内容,答案内容
ntcwer    ,2025-04-01 12:41:34 ,如果不用公元纪年法，你想用谁的出生作为分割点？,地球。。。。。。 现在应该是46（或者45.5）亿年XX月XX日。
ntcwer    ,2025-04-01 11:27:32 ,三国相关有什么旅游景点？,南京的孙权墓（梅花山，明孝陵就在附近）、石头城遗址（清凉山一带，不过现在只能看到明城墙）。
ntcwer    ,2025-04-01 10:09:13 ,魔爪功能饮料到底有多恐怖？,我喝了没啥感觉，该睡觉还是睡觉，大概可乐喝多了。。。。。。。对这类饮料免疫了。。。。。。
ntcwer    ,2025-04-01 09:18:08 ,为什么现在的人觉得自己穿越回古代，手握70万兵马，就能推翻皇帝？,没啥，就是梦里啥都有。。。。。。。因为都没有真的打过仗，以为打仗和游戏一样，实际上的指挥水平可能就是个某嗨。。。。。。
ntcwer    ,2025-04-01 08:57:35 ,为什么赵匡胤篡位，就不走称王、监国、假节假黄钺、九锡、剑履上殿那一套流程了？,时代变了，原来可能还要做个样子，自从朱温篡唐后，这套行为艺术已经用不着了，不如直接登基。 另外赵匡胤是军队拥戴，直接黄袍加身的，也来不及走流程，花时间走流程就换人了。
ntcwer    ,2025-03-31 14:18:03 ,为什么大家都不玩《绝地求生》了?,我只保留荒野行动，因为可以自己建房间，然后打机器人玩，不管怎样都能吃到鸡。虽然无聊点，但是有时候可以作为消遣。 绝地求生竞技性太强了，人根本打不过，连当做一种消遣都难受，落地成盒体验太差。。。。。。
ntcwer    ,2025-03-31 11:08:00 ,网传台湾渔民捕捞到一头三米长的儒艮，此前在我国「功能性灭绝」的儒艮「打赢复活赛」了吗？,这是好消息，说明儒艮还在这片水域繁衍生息，只是族群数量不明，如果能够追踪到族群，并且进一步采取保护措施，儒艮还是能真正打赢复活赛的。
ntcwer    ,2025-03-28 08:59:30 ,欧美文明超过东方文明的时间，是大明统治时期，还是大清统治时期？,明代宗朱祁钰（1428年9月11日～1457年3月14日）时期开始超越，节点就是1453年，东罗马帝国灭亡，欧洲的中世纪结束。不过明朝一直和欧洲有联系，因此双方差距没有那么大。 真正被拉大差距是在清朝殖民统治时期。 彻底超越是在甲午战争时期，因为甲午战争把“中体西用”的裤衩子都给扒了。。。。。。
ntcwer    ,2025-03-27 09:36:03 ,如果有位皇帝前半生英明神武，晚年昏招频出却没亡国，他的评价会是如何？,我就想到萧衍和李隆基。 萧衍前期还是英明神武的，后期直接昏庸了，侯景之乱把自己送走，不过梁朝没被送走，还是苟延残喘了很长时间。 李隆基是太经典了，前期开元盛世，后期天宝之乱（安史之乱），李隆基去世后唐朝还是延续了145年左右。 评价的话，可以参考毛主席对2人的评价： 萧衍善摄生，食不过量，中年以后不近女人。然予智自雄，小人日进，良佐自远，以至灭亡，不亦宜乎。“专听生奸，独任成乱”，梁武有焉。 “唐明皇不会做皇帝，前半辈会做，后半辈不会做。”
ntcwer    ,2025-03-27 09:20:05 ,假如我拥有31万特种兵带着穿越到古罗马，能否解决罗马三世纪危机以及逆袭成为皇帝?,罗马帝国全盛时期才能拼凑个30万大军，你直接带31万特种兵，还带现代武器。。。。。。 在那时代，你的大军和燃烧军团没区别。。。。。。。
ntcwer    ,2025-03-27 09:10:15 ,“史万岁”为什么推倒“诸葛亮”的纪功碑？,这感觉像史万岁为了平定南中叛乱而编出来的故事。。。。。。 诸葛亮之前就平定过南中叛乱（七擒孟获），而且这故事在南中可能流传很久了。 史万岁把诸葛亮搬出来，是想震慑一下南中的叛乱分子，如果他们畏惧的话，史万岁平定也能容易些。 至于这石碑。。。。。。就是个道具，上边写啥不重要，只要把史万岁和诸葛亮联系上目的就达到了。
ntcwer    ,2025-03-27 08:58:21 ,古代没有修正带和涂改液，那他们写错字怎么办？,竹简上的错字可以用刀刮掉，然后再写。 纸头上那就直接涂黑，在后边写，或者用其它材料（比如雌黄）覆盖在上边。 实际和现在的涂改方法差不了多少。
ntcwer    ,2025-03-26 10:45:37 ,晚上手机忽然收到地震报告，应该做什么?,像我家住南京的，基本上都是看下，因为南京不在断裂带上，因此不太会有大地震，地震是有，一般震级也不大。 有次山东的地震（2023年8月6日02时33分在山东德州市平原县（北纬37.16度，东经116.34度）发生5.5级地震）把我惊醒，我看到5.3级（当时报的是5.3级）都懵了，准备直接跳窗（1楼，外边是草丛）到空旷地带，然后一看震中在山东，就继续睡了。。。。。。
ntcwer    ,2025-03-26 10:12:02 ,在古今中外的历史中，有没有人在天崩开局的前提下，像朱元璋（开局一个破碗）那样把一手烂牌打好的？,东罗马帝国的狄奥多拉皇后 狄奥多拉的父母分别是驯熊师和舞女，而她本人是娼妓。。。。。。这开局足够天崩。 最终成为查士丁尼一世的皇后。 现在有关她的镶嵌画存于拉文纳的圣维塔莱教堂。
